2;594
4;900
4;639
8;1904
8;1847
16;5631
16;5736
16;5639
16;5850
32;21962
32;21426
32;20195
32;19900
32;20985
64;108138
64;93090
64;92544
64;88922
64;93240
64;110490
64;92075
64;94670
128;377138
128;380946
128;378935
128;374564
128;375408
128;365024
128;367255
128;384775
128;459175
128;379594
128;381682
256;1451157
256;1455712
256;1474589
256;1462805
256;1447917
256;1396292
256;137832
256;129622
256;130237
256;130513
256;129636
256;128835
256;125144
256;134366
256;133685
256;128051
512;519437
512;502430
512;523758
512;524657
512;518132
512;504286
512;510760
512;509441
512;505645
512;513898
512;504970
512;496141
512;504574
512;515523
512;507964
512;513021
512;509490
512;503606
512;514979
512;532610
512;511259
512;518799
1024;2065373
1024;2065094
1024;2069826
1024;2050410
1024;2136880
1024;2105914
1024;2046105
1024;2089476
1024;2062066
1024;2032111
1024;2075094
1024;2043605
1024;2077251
1024;2044745
1024;2061153
1024;2059262
1024;2056430
1024;2082584
1024;2012355
1024;2125376
1024;2049366
1024;2103407
1024;2043469
1024;2041046
1024;2065040
1024;2063097
1024;2061331
1024;2032247
1024;2032716
1024;2056481
1024;2070766
1024;2049388
2048;8335597
2048;8168550
2048;8133696
2048;8282030
2048;8253517
2048;8205459
2048;8242642
2048;8237231
2048;8244078
2048;8321535
2048;8286627
2048;8153793
2048;8274635
2048;8352901
2048;8248004
2048;8231444
2048;8253484
2048;8241805
2048;8249245
2048;8368949
2048;8102079
2048;8150871
2048;8336535
2048;8326820
2048;8133666
2048;8209832
2048;8308372
2048;8310661
2048;8146226
2048;8150706
2048;8273708
2048;8358108
2048;8272234
2048;8375571
2048;8287201
2048;8276538
2048;8299132
2048;8268739
2048;8252117
2048;8312387
2048;8323820
2048;8127417
2048;8094762
2048;8286045
2048;8198180
4096;32977146
4096;32751775
4096;33234326
4096;33182750
4096;33173577
4096;33036152
4096;32675570
4096;33149004
4096;33382621
4096;33117621
4096;32717123
4096;33108026
4096;32862390
4096;32754591
4096;33010760
4096;33286837
4096;33015360
4096;32992451
4096;32956510
4096;33239570
4096;32987874
4096;33158720
4096;32982351
4096;33079800
4096;32768420
4096;32951895
4096;32777597
4096;32943948
4096;33026098
4096;33142957
4096;32905643
4096;32871603
4096;33173759
4096;32677078
4096;32936084
4096;32727159
4096;32806976
4096;32832648
4096;32897192
4096;32762191
4096;32811210
4096;33085774
4096;32866140
4096;33104756
4096;33111275
4096;32829082
4096;33077502
4096;32933513
4096;33143567
4096;33326622
4096;32716276
4096;33257468
4096;33248259
4096;33396952
4096;33195237
4096;32994561
4096;33251296
4096;33548597
4096;32681126
4096;33007483
4096;32797741
4096;33393576
4096;32800730
4096;33046747
8192;130989190
8192;131354088
8192;132975685
8192;132281209
8192;131272914
8192;131560731
8192;132666049
8192;131097173
8192;131046587
8192;131853404
8192;131400644
8192;132025566
8192;132484864
8192;131530867
8192;132426894
8192;132144674
8192;131557043
8192;131868570
8192;131879798
8192;131135133
8192;131515014
8192;131939461
8192;132032444
8192;132446572
8192;131465989
8192;131476467
8192;132089626
8192;131984944
8192;131599200
8192;130699622
8192;131882004
8192;131843956
8192;131533236
8192;131600560
8192;131757584
8192;132286678
8192;132729164
8192;132843426
8192;132809903
8192;132111500
8192;132181606
8192;131981479
8192;132037728
8192;131747812
8192;131606130
8192;131444873
8192;131792924
8192;132761971
8192;131801009
8192;130646374
8192;132660656
8192;131751118
8192;132444035
8192;131377938
8192;132201263
8192;131448336
8192;132282771
8192;132289019
8192;131960028
8192;131800182
8192;132067592
8192;132757534
8192;132402185
8192;132824987
8192;131860263
8192;131208301
8192;132676340
8192;131678170
8192;132149606
8192;131170010
8192;132057860
8192;132791416
8192;131990494
8192;131855944
8192;132873836
8192;132009227
8192;132317263
8192;131708302
8192;130858224
8192;132482257
8192;132845377
8192;132271675
8192;132082053
8192;132745272
8192;132916541
8192;131869198
8192;131903430
8192;131486578
8192;132041828
8192;131468893
16384;531661972
16384;733260922
16384;750813937
16384;747480406
16384;754325179
16384;753297968
16384;756497309
16384;753781083
16384;752911589
16384;752220543
16384;756023765
16384;750932130
16384;752343151
16384;750921841
16384;752261446
16384;539333370
16384;753270578
16384;752586253
16384;719694628
16384;527660118
16384;530777599
16384;738532718
16384;752256087
16384;533699741
16384;529657505
16384;530021028
16384;527469844
16384;528740376
16384;533297548
16384;528611525
16384;530555680
16384;528642489
16384;529886013
16384;532031678
16384;533093031
16384;529039980
16384;529834379
16384;529716262
16384;532589140
16384;566890303
16384;748139453
16384;747475039
16384;750402163
16384;746868926
16384;755107192
16384;751122353
16384;750582835
16384;746739883
16384;751098914
16384;624680494
16384;753278455
16384;752571553
16384;749992415
16384;751595553
16384;753664944
16384;748411189
16384;536125546
16384;529283238
16384;530500100
16384;531353638
16384;530062595
16384;528387454
16384;532320074
16384;530607568
16384;530701464
16384;529097805
16384;528026914
16384;528810530
16384;534746342
16384;530132873
16384;528868105
16384;531923225
16384;529811872
16384;531229416
16384;530245947
16384;531108502
16384;531609770
16384;608495999
16384;752752578
16384;751361899
16384;755154489
16384;750084045
16384;750227596
16384;753175224
16384;532607086
16384;533652392
16384;526504504
16384;703500952
16384;752848517
16384;755052507
16384;752440497
16384;753956404
16384;534782012
16384;700721956
16384;752469329
16384;753326947
16384;754474380
16384;749432997
16384;750965084
16384;536413106
16384;531565794
16384;611828712
16384;746931708
16384;756104946
16384;749554048
16384;752552202
16384;754307999
16384;667181028
16384;751616551
16384;753848022
16384;747663667
16384;750588374
16384;752669304
16384;731071471
16384;752271137
16384;750210936
16384;753225722
16384;750465511
16384;749627604
16384;749216154
16384;751210403
16384;752643179
16384;749776268
16384;753546182
16384;752036232
16384;755471460
16384;753761441
16384;749821084
32768;2130050680
32768;2129276141
32768;2127465110
32768;2129559925
32768;2290261342
32768;3023569463
32768;3000701992
32768;3018172714
32768;3007190653
32768;3018020002
32768;3011422402
32768;3011421903
32768;3012281962
32768;3000294407
32768;2817689444
32768;3015489860
32768;3003826169
32768;3024602986
32768;2973126563
32768;3005076820
32768;3005957002
32768;2891705573
32768;2130423436
32768;2119431444
32768;2119401009
32768;2123416444
32768;2849953859
32768;3015764136
32768;3018911604
32768;3001466603
32768;3010206489
32768;3006391773
32768;3014065360
32768;3008170557
32768;3008320107
32768;3000168029
32768;3002202554
32768;3008776083
32768;3004700118
32768;3001564044
32768;3001459119
32768;3011342946
32768;3001744229
32768;2996114905
32768;3010135249
32768;3002526320
32768;2550167960
32768;3003439421
32768;3009702798
32768;2862944440
32768;3010469456
32768;3011022060
32768;3008538509
32768;2617454047
32768;2854987335
32768;3015665052
32768;2810799481
32768;2847173026
32768;3012546279
32768;3017745926
32768;3004396826
32768;3014733432
32768;3012001464
32768;3014396421
32768;3012848640
32768;3007684670
32768;3020033739
32768;3015746154
32768;3010198897
32768;2974932296
32768;2993280257
32768;3014093668
32768;3016259412
32768;2921966979
32768;3010271462
32768;3010272320
32768;3018546220
32768;2868215514
32768;3000089034
32768;3016822101
32768;2939382326
32768;3012716435
32768;3012166658
32768;2971059674
32768;3010268916
32768;3011677640
32768;3007259407
